,train,test,all
4788,0.997545975096,0.997277005124,0.997551919201
4789,0.998166362469,0.997872010543,0.997896372781
4790,0.99722351772,0.996565951451,0.996600571219
4791,0.999332520173,0.999318582833,0.99936850177
4792,0.998003389989,0.998129193188,0.998056297657
4793,0.99734906611,0.99700651249,0.997512963141
4794,0.997114970972,0.99743525021,0.996746143863
4795,0.997635539468,0.997275480165,0.997307931249
4796,0.998685152745,0.998499683459,0.998560676113
4797,0.998806537253,0.998900563573,0.998806714384
4798,0.99773820961,0.997411162087,0.997469906444
4799,0.998070922668,0.998023088375,0.998041945425
4800,0.996815812732,0.996948976862,0.996992182134
4801,0.999825368182,0.9989953413,0.999227029764
4802,0.99772555276,0.997930794107,0.997773353645
4803,0.999325224567,0.999316057451,0.999296740608
4804,0.997855801618,0.998015821666,0.997746699499
4805,0.99775529157,0.99794315632,0.997765152369
4806,0.998438709733,0.998140124348,0.998285933377
4807,0.997345580701,0.997002884254,0.997121352226
4808,0.999781687635,0.999711404471,0.999731408221
4809,0.997773424285,0.997990064423,0.997724145991
4810,0.998752625215,0.998691577174,0.99879646279
4811,0.998017061258,0.998122904625,0.997285377741
4812,0.997609561753,0.996804317579,0.997068043934
4813,0.99785954242,0.997899595693,0.997707743439
4814,0.999370489537,0.999247809244,0.999321344435
4815,0.998920653069,0.998726566138,0.998812865341
4816,0.998249618098,0.998116736592,0.997961982986
4817,0.997391254334,0.997326594453,0.997558070158
4818,0.99928187928,0.999121566961,0.999153218283
4819,0.998905977687,0.998031897659,0.998302335928
4820,0.997215334892,0.997168419938,0.997143905735
4821,0.996749563158,0.996796949,0.997031138194
4822,0.996882402759,0.997478400166,0.997004484047
4823,0.997425129649,0.997200919075,0.997240270724
4824,0.998934018146,0.998774852982,0.99879646279
4825,0.998670334709,0.99834659293,0.998593481216
4826,0.999302251824,0.999197020146,0.999224979446
4827,0.997105944367,0.99644809343,0.996727690992
4828,0.998094133245,0.997991530445,0.997359189222
4829,0.999268596261,0.999268984473,0.999257784548
4830,0.997184733352,0.997248414483,0.997201314664
4831,0.5,0.5,0.5
4832,0.998213440799,0.998175999469,0.998267480507
4833,0.997213076449,0.996664764146,0.996854810766
4834,0.998545692523,0.998228840382,0.998197769663
4835,0.998567749396,0.998645466744,0.998529921329
4836,0.5,0.5,0.5
4837,0.997238792686,0.997197359003,0.997238220405
4838,0.997573414666,0.997054222354,0.997053691702
4839,0.998301356367,0.998291834206,0.998201870301
4840,0.997701893941,0.997783405849,0.997638032596
4841,0.997330980576,0.996949477259,0.997119301907
4842,0.998004360084,0.998003166294,0.998066549252
4843,0.997163865119,0.996293958598,0.996643627916
4844,0.996337056303,0.996305595712,0.996549313246
4845,0.999302543813,0.999281606029,0.999294690289
4846,0.99823025296,0.997875188155,0.998113706587
4847,0.997209809809,0.996155275656,0.996510357186
4848,0.997986343277,0.997629927843,0.997836913532
4849,0.997562361473,0.997135417745,0.997375591773
4850,0.997846650773,0.997506989259,0.997480158039
4851,0.997425182383,0.996510518652,0.996592369943
4852,0.997366187703,0.996401895087,0.996838408214
4853,0.99909542046,0.999091448984,0.998474562718
4854,0.996998339002,0.996258277015,0.996602621538
4855,0.996987692942,0.996680664485,0.996799452155
4856,0.99952922016,0.999453620287,0.999501772501
4857,0.998029769599,0.997367399632,0.997488359314
4858,0.998100903884,0.997084957132,0.997609328131
4859,0.998851205241,0.998795596002,0.998388449323
4860,0.999395760035,0.999259302575,0.999341847624
4861,0.997687626596,0.997519567145,0.997447352936
4862,0.997872056883,0.997900833747,0.997580623666
4863,0.998723021802,0.998629957971,0.998640638551
4864,0.997308307253,0.997096249746,0.997217717216
4865,0.998971799727,0.998973270522,0.99849096527
4866,0.997152716832,0.997511490422,0.997145956053
4867,0.997631637377,0.997351321095,0.99747810772
4868,0.996972853186,0.996537251629,0.996840458533
